,title,magnitude,date_time,tsunami,nst,depth,latitude,longitude,location,continent,country,date_parsed
169,"M 6.9 - 20 km NNW of Labuan Lombok, Indonesia",6.9,19-08-2018 14:56,0,0,21,-8.319,116.627,"Labuan Lombok, Indonesia",,Indonesia,8/19/2018
170,"M 8.2 - 267 km E of Levuka, Fiji",8.2,19-08-2018 00:19,1,0,600,-18.1125,-178.153,"Levuka, Fiji",,Fiji,8/19/2018
171,"M 6.5 - 124 km N of Labuan Bajo, Indonesia",6.5,17-08-2018 15:35,0,0,529,-7.3718,119.802,"Labuan Bajo, Indonesia",,Indonesia,8/17/2018
172,"M 6.5 - 108 km WSW of Adak, Alaska",6.5,15-08-2018 21:56,1,0,33.93,51.4234,-178.026,"Adak, Alaska",North America,United States of America,8/15/2018
173,"M 6.9 - 36 km NW of Labuan Lombok, Indonesia",6.9,5/8/2018 11:46,0,0,34,-8.2581,116.438,"Labuan Lombok, Indonesia",,Indonesia,5/8/2018
174,"M 6.9 - 18 km SSW of Leilani Estates, Hawaii",6.9,4/5/2018 22:32,1,63,5.81,19.3182,-155,"Leilani Estates, Hawaii",,United States of America,4/5/2018
175,"M 6.8 - 38 km SE of Boyuibe, Bolivia",6.8,2/4/2018 13:40,0,0,559,-20.6588,-63.0058,"Boyuibe, Bolivia",South America,Bolivia,2/4/2018
176,"M 6.9 - 150 km E of Kimbe, Papua New Guinea",6.9,29-03-2018 21:25,1,0,35,-5.5321,151.5,"Kimbe, Papua New Guinea",,Papua New Guinea,3/29/2018
177,"M 6.7 - 140 km E of Kimbe, Papua New Guinea",6.7,26-03-2018 09:51,1,0,40,-5.5024,151.402,"Kimbe, Papua New Guinea",,Papua New Guinea,3/26/2018
178,"M 6.8 - 103 km E of Kokopo, Papua New Guinea",6.8,8/3/2018 17:39,1,0,22.86,-4.3762,153.2,"Kokopo, Papua New Guinea",,Papua New Guinea,8/3/2018
179,"M 6.7 - 62 km SW of Tari, Papua New Guinea",6.7,6/3/2018 14:13,1,0,20.49,-6.3043,142.612,"Tari, Papua New Guinea",,Papua New Guinea,6/3/2018
180,"M 7.5 - 32 km SW of Tari, Papua New Guinea",7.5,25-02-2018 17:44,1,0,25.21,-6.0699,142.754,"Tari, Papua New Guinea",,Papua New Guinea,2/25/2018
181,"M 7.2 - 4 km S of Pinotepa de Don Luis, Mexico",7.2,16-02-2018 23:39,1,0,22,16.3855,-97.9787,"Pinotepa de Don Luis, Mexico",North America,Mexico,2/16/2018
182,"M 7.9 - 261 km SE of Chiniak, Alaska",7.9,23-01-2018 09:31,1,0,14.06,56.0039,-149.166,"Chiniak, Alaska",,,1/23/2018
183,"M 7.1 - 37 km W of Atiquipa, Peru",7.1,14-01-2018 09:18,1,0,39,-15.7675,-74.7092,"Atiquipa, Peru",,Peru,1/14/2018
184,"M 7.5 - 203 km NNE of Barra Patuca, Honduras",7.5,10/1/2018 2:51,1,0,19,17.4825,-83.52,"Barra Patuca, Honduras",,,10/1/2018
185,"M 6.5 - 12 km SSW of Kawalu, Indonesia",6.5,15-12-2017 16:47,0,0,90,-7.4921,108.174,"Kawalu, Indonesia",,Indonesia,12/15/2017
186,M 6.5 - Bouvet Island region,6.5,13-12-2017 18:03,1,0,17,-54.2189,2.1628,Bouvet Island region,,,12/13/2017
187,"M 7.0 - 85 km ENE of Tadine, New Caledonia",7,19-11-2017 22:43,1,0,10,-21.3246,168.671,"Tadine, New Caledonia",,,11/19/2017
188,"M 6.6 - 74 km E of Tadine, New Caledonia",6.6,19-11-2017 15:09,1,0,13,-21.5027,168.598,"Tadine, New Caledonia",,,11/19/2017
189,"M 6.5 - 18 km W of Parrita, Costa Rica",6.5,13-11-2017 02:28,1,0,19.36,9.5147,-84.4865,"Parrita, Costa Rica",,Costa Rica,11/13/2017
190,"M 7.3 - 29 km S of ?alabja, Iraq",7.3,12/11/2017 18:18,0,0,19,34.9109,45.9592,"?alabja, Iraq",Asia,Iran,12/11/2017
191,"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,7/11/2017 21:26,1,0,110.57,-4.2433,143.485,"Angoram, Papua New Guinea",,Papua New Guinea,7/11/2017
192,"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,4/11/2017 9:00,1,0,10,-15.3197,-173.168,"Hihifo, Tonga",,,4/11/2017
193,"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,1/11/2017 2:23,1,0,22,-21.6484,168.859,"Tadine, New Caledonia",,,1/11/2017
194,"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,31-10-2017 00:42,1,0,24,-21.6971,169.148,"Tadine, New Caledonia",,,10/31/2017
195,"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,24-10-2017 10:47,0,0,553.81,-7.2168,123.074,"Maumere, Indonesia",,Indonesia,10/24/2017
196,"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,8/10/2017 22:34,1,0,119,52.3909,176.769,"Attu Station, Alaska",North America,,8/10/2017
197,"M 7.1 - 1 km S of Matzaco, Mexico",7.1,19-09-2017 18:14,0,0,48,18.5499,-98.4887,"Matzaco, Mexico",North America,Mexico,9/19/2017
198,"M 8.2 - near the coast of Chiapas, Mexico",8.2,8/9/2017 4:49,1,0,47.39,15.0222,-93.8993,"Chiapas, Mexico",,,8/9/2017
199,"M 6.5 - 168 km SW of Mawu, China",6.5,8/8/2017 13:19,0,0,9,33.1926,103.855,"Mawu, China",Asia,People's Republic of China,8/8/2017
200,"M 6.6 - 11 km ENE of Kos, Greece",6.6,20-07-2017 22:31,0,0,7,36.9293,27.4139,"Kos, Greece",Asia,Turkey,7/20/2017
201,"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,17-07-2017 23:34,1,0,10,54.4434,168.857,"Komandorskiye Ostrova, Russia region",,,7/17/2017
202,"M 6.6 - Auckland Islands, New Zealand region",6.6,11/7/2017 7:00,1,0,10,-49.4837,164.016,"Auckland Islands, New Zealand region",,,11/7/2017
203,"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,6/7/2017 8:03,1,0,9,11.1269,124.629,"Lim-oo, Philippines",,Philippines,6/7/2017
204,"M 6.8 - 28 km SW of Puerto San José, Guatemala",6.8,22-06-2017 12:31,1,0,38.12,13.7174,-90.9718,"Puerto San José, Guatemala",,,6/22/2017
205,"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,14-06-2017 07:29,1,0,93,14.9091,-92.0092,"San Pablo, Guatemala",,Guatemala,6/14/2017
206,"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,2/6/2017 22:24,1,0,5,54.0312,170.92,"Attu Station, Alaska",,,2/6/2017
207,"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,29-05-2017 14:35,0,0,12,-1.2923,120.431,"Poso, Indonesia",,Indonesia,5/29/2017
208,M 6.5 - South Sandwich Islands region,6.5,10/5/2017 23:23,1,0,15,-56.414,-25.7432,South Sandwich Islands region,,,10/5/2017
209,"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,9/5/2017 13:52,1,0,169,-14.5884,167.377,"Port-Olry, Vanuatu",,Vanuatu,9/5/2017
210,"M 6.9 - 31 km SW of Burias, Philippines",6.9,28-04-2017 20:23,1,0,26,5.5043,125.066,"Burias, Philippines",,Philippines,4/28/2017
211,"M 6.9 - 40 km W of Valparaíso, Chile",6.9,24-04-2017 21:38,1,0,28,-33.0375,-72.0617,"Valparaíso, Chile",,,4/24/2017
212,"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,3/4/2017 17:40,0,0,29,-22.6784,25.1558,"Moijabana, Botswana",Africa,Botswana,3/4/2017
213,"M 6.6 - 81 km NNE of Ust’-Kamchatsk Staryy, Russia",6.6,29-03-2017 04:09,1,0,17,56.9401,162.786,"Ust’-Kamchatsk Staryy, Russia",Asia,Russia,3/29/2017
214,M 6.9 - south of the Fiji Islands,6.9,24-02-2017 17:28,1,0,414.5,-23.2593,-178.804,the Fiji Islands,,,2/24/2017
215,"M 6.5 - 41 km E of Padilla, Bolivia",6.5,21-02-2017 14:09,0,0,595.98,-19.2814,-63.9047,"Padilla, Bolivia",South America,Bolivia,2/21/2017
216,"M 6.5 - 11 km N of Mabua, Philippines",6.5,10/2/2017 14:03,1,0,15,9.9071,125.452,"Mabua, Philippines",,Philippines,10/2/2017
217,"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,22-01-2017 04:30,1,0,135,-6.2464,155.172,"Panguna, Papua New Guinea",,Papua New Guinea,1/22/2017
218,"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,19-01-2017 23:04,1,0,36,-10.3506,161.335,"Kirakira, Solomon Islands",,Solomon Islands,1/19/2017
219,"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,10/1/2017 6:13,1,0,627.17,4.4782,122.617,"Tabiauan, Philippines",,,10/1/2017
220,"M 6.9 - 225 km SW of Nadi, Fiji",6.9,3/1/2017 21:52,1,0,12,-19.3733,176.052,"Nadi, Fiji",,,3/1/2017
221,"M 7.6 - 41 km SW of Quellón, Chile",7.6,25-12-2016 14:22,1,0,38,-43.4064,-73.9413,"Quellón, Chile",South America,Chile,12/25/2016
222,"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,21-12-2016 00:17,0,0,152,-7.5082,127.921,"Lospalos, Timor Leste",,Indonesia,12/21/2016
223,"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,17-12-2016 10:51,1,0,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",,Papua New Guinea,12/17/2016
224,"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,9/12/2016 19:10,1,0,19.73,-10.749,161.132,"Kirakira, Solomon Islands",,,9/12/2016
225,"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,8/12/2016 21:56,0,0,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",,,8/12/2016
226,"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,8/12/2016 17:38,1,0,40,-10.6812,161.327,"Kirakira, Solomon Islands",,Solomon Islands,8/12/2016
227,"M 6.6 - 164 km W of Ferndale, California",6.6,8/12/2016 14:49,1,0,8.45,40.4535,-126.194,"Ferndale, California",,,8/12/2016
228,"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,6/12/2016 22:03,0,0,13,5.2834,96.1678,"Reuleuet, Indonesia",,Indonesia,6/12/2016
229,"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,25-11-2016 14:24,0,0,17,39.2732,73.9776,"Murghob, Tajikistan",Asia,People's Republic of China,11/25/2016
230,"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,24-11-2016 18:43,1,0,10,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",,,11/24/2016
231,"M 6.9 - 35 km ESE of Namie, Japan",6.9,21-11-2016 20:59,1,0,9,37.3931,141.387,"Namie, Japan",Asia,,11/21/2016
232,"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,14-11-2016 00:34,1,0,9,-42.6058,173.254,"Amberley, New Zealand",,New Zealand,11/14/2016
233,"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,13-11-2016 11:32,1,0,10,-42.3205,173.669,"Blenheim, New Zealand",,New Zealand,11/13/2016
234,"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,13-11-2016 11:02,1,0,15.11,-42.7373,173.054,"Amberley, New Zealand",,New Zealand,11/13/2016
235,"M 6.6 - 5 km ESE of Preci, Italy",6.6,30-10-2016 06:40,0,0,8,42.8621,13.0961,"Preci, Italy",Europe,Italy,10/30/2016
236,"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,19-10-2016 00:26,0,0,614,-4.8626,108.163,"Pamanukan, Indonesia",,Indonesia,10/19/2016
237,"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,17-10-2016 06:14,1,0,42,-6.0033,148.887,"Kandrian, Papua New Guinea",,Papua New Guinea,10/17/2016
238,M 6.9 - Fiji region,6.9,24-09-2016 21:28,1,0,596.4,-19.7819,-178.244,Fiji region,,Fiji,9/24/2016
239,"M 7.0 - 175 km NE of Gisborne, New Zealand",7,1/9/2016 16:37,1,0,19,-37.3586,179.146,"Gisborne, New Zealand",,,1/9/2016
240,"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,31-08-2016 03:11,1,0,476,-3.6849,152.792,"Rabaul, Papua New Guinea",,Papua New Guinea,8/31/2016
241,"M 6.8 - 26 km W of Chauk, Myanmar",6.8,24-08-2016 10:34,0,0,82,20.9228,94.569,"Chauk, Myanmar",Asia,Myanmar,8/24/2016
242,M 7.2 - southeast of the Loyalty Islands,7.2,12/8/2016 1:26,1,0,16.37,-22.4765,173.117,the Loyalty Islands,,,12/8/2016
243,"M 7.7 - Pagan region, Northern Mariana Islands",7.7,29-07-2016 21:18,1,0,196,18.5429,145.507,"Pagan region, Northern Mariana Islands",,,7/29/2016
244,"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,1/6/2016 22:56,0,0,50,-2.0967,100.665,"Sungai Penuh, Indonesia",,Indonesia,1/6/2016
245,M 7.2 - South Sandwich Islands region,7.2,28-05-2016 09:46,1,0,78,-56.2409,-26.9353,South Sandwich Islands region,,,5/28/2016
246,M 6.9 - ,6.9,28-05-2016 05:38,1,0,405.69,-21.9724,-178.204,,,,5/28/2016
247,"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,18-05-2016 16:46,1,0,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",South America,Ecuador,5/18/2016
248,"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,18-05-2016 07:57,1,0,16,0.4261,-79.7899,"Muisne, Ecuador",South America,Ecuador,5/18/2016
249,"M 7.0 - 3 km NW of Norsup, Vanuatu",7,28-04-2016 19:33,1,0,24,-16.0429,167.379,"Norsup, Vanuatu",,Vanuatu,4/28/2016
250,"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,16-04-2016 23:58,1,0,20.59,0.3819,-79.9218,"Muisne, Ecuador",South America,Ecuador,4/16/2016
251,"M 7.0 - 6 km ESE of Kumamoto, Japan",7,15-04-2016 16:25,1,0,10,32.7906,130.754,"Kumamoto, Japan",Asia,Japan,4/15/2016
252,"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,13-04-2016 13:55,0,0,136,23.0944,94.8654,"Mawlaik, Myanmar",Asia,Myanmar,4/13/2016
253,"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,10/4/2016 10:28,0,0,212,36.4725,71.1311,"Ashk?sham, Afghanistan",Asia,Afghanistan,10/4/2016
254,"M 6.7 - 104 km W of Sola, Vanuatu",6.7,7/4/2016 3:32,1,0,27.59,-13.9805,166.594,"Sola, Vanuatu",,Vanuatu,7/4/2016
255,"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,6/4/2016 6:58,1,0,24,-14.0683,166.624,"Sola, Vanuatu",,Vanuatu,6/4/2016
256,"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,3/4/2016 8:23,1,0,26,-14.3235,166.855,"Port-Olry, Vanuatu",,Vanuatu,3/4/2016
257,"M 7.8 - southwest of Sumatra, Indonesia",7.8,2/3/2016 12:49,0,0,24,-4.9521,94.3299,"Sumatra, Indonesia",,,2/3/2016
258,"M 7.2 - 80 km S of Mil’kovo, Russia",7.2,30-01-2016 03:25,1,0,177,53.9776,158.546,"Mil’kovo, Russia",Asia,Russia,1/30/2016
259,"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,24-01-2016 10:30,1,0,125.6,59.6204,-153.339,"Pedro Bay, Alaska",North America,United States of America,1/24/2016
260,"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,21-01-2016 18:06,1,0,10,18.8239,-106.934,"La Cruz de Loreto, Mexico",,,1/21/2016
261,"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,14-01-2016 03:25,1,0,46,41.9723,142.781,"Shizunai-furukawach?, Japan",Asia,Japan,1/14/2016
262,"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,11/1/2016 16:38,1,0,13,3.8965,126.862,"Sarangani, Philippines",,Indonesia,11/1/2016
263,"M 6.7 - 29 km W of Imph?l, India",6.7,3/1/2016 23:05,0,0,55,24.8036,93.6505,"Imph?l, India",Asia,India,3/1/2016
264,"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,17-12-2015 19:49,1,0,85,15.8015,-93.633,"Manuel Ávila Camacho (Ponte Duro), Mexico",,Mexico,12/17/2015
265,"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,9/12/2015 10:21,0,0,21,-4.1064,129.508,"Amahai, Indonesia",,Indonesia,9/12/2015
266,"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,7/12/2015 7:50,0,0,22,38.2107,72.7797,"Murghob, Tajikistan",Asia,Tajikistan,7/12/2015
267,"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,26-11-2015 05:45,0,0,602.75,-9.1825,-71.2574,"Tarauacá, Brazil",South America,Brazil,11/26/2015
268,"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,24-11-2015 22:50,0,0,620.56,-10.0598,-71.0184,"Iñapari, Peru",South America,Peru,11/24/2015
269,"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,24-11-2015 22:45,1,0,606.21,-10.5372,-70.9437,"Iñapari, Peru",South America,Peru,11/24/2015
270,"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,18-11-2015 18:31,1,0,12.59,-8.8994,158.422,"Buala, Solomon Islands",,Solomon Islands,11/18/2015
271,"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,17-11-2015 07:10,0,0,11,38.67,20.6,"Lefkáda, Greece",Europe,Greece,11/17/2015
272,"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,13-11-2015 20:51,0,0,12,31.0009,128.873,"Makurazaki, Japan",,,11/13/2015
273,"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,11/11/2015 2:46,0,0,10,-29.5097,-72.0585,"Coquimbo, Chile",,,11/11/2015
274,"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,11/11/2015 1:54,1,0,12,-29.5067,-72.0068,"Coquimbo, Chile",,,11/11/2015
275,"M 6.6 - Nicobar Islands, India region",6.6,8/11/2015 16:47,0,0,10,6.8431,94.648,"Nicobar Islands, India region",,,8/11/2015
276,"M 6.8 - 39 km SW of Ovalle, Chile",6.8,7/11/2015 7:31,1,0,46,-30.8796,-71.4519,"Ovalle, Chile",South America,Chile,7/11/2015
277,"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,4/11/2015 3:44,0,0,20,-8.3381,124.875,"Maubara, Timor Leste",,Indonesia,4/11/2015
278,"M 7.5 - Hindu Kush region, Afghanistan",7.5,26-10-2015 09:09,0,0,231,36.5244,70.3676,"Hindu Kush region, Afghanistan",Asia,Afghanistan,10/26/2015
279,"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,20-10-2015 21:52,1,0,135,-14.8595,167.303,"Port-Olry, Vanuatu",,Vanuatu,10/20/2015
280,"M 6.6 - 28 km N of Sorong, Indonesia",6.6,24-09-2015 15:53,0,0,18,-0.6212,131.262,"Sorong, Indonesia",,Indonesia,9/24/2015
281,"M 6.6 - 22 km WSW of Illapel, Chile",6.6,21-09-2015 17:40,1,0,35,-31.7275,-71.3792,"Illapel, Chile",South America,Chile,9/21/2015
282,"M 6.7 - 61 km WNW of Illapel, Chile",6.7,17-09-2015 04:10,0,0,23,-31.5173,-71.804,"Illapel, Chile",,Chile,9/17/2015
283,"M 6.5 - 54 km WNW of Illapel, Chile",6.5,17-09-2015 03:55,0,0,27,-31.4244,-71.6876,"Illapel, Chile",,Chile,9/17/2015
284,"M 7.0 - 25 km WNW of Illapel, Chile",7,16-09-2015 23:18,0,0,28.41,-31.5622,-71.4262,"Illapel, Chile",South America,Chile,9/16/2015
285,"M 8.3 - 48 km W of Illapel, Chile",8.3,16-09-2015 22:54,1,0,22.44,-31.5729,-71.6744,"Illapel, Chile",,Chile,9/16/2015
286,"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,13-09-2015 08:14,1,0,10,24.913,-109.623,"Topolobampo, Mexico",,,9/13/2015
287,"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,12/8/2015 18:49,1,0,6.43,-9.3293,157.877,"Gizo, Solomon Islands",,,12/8/2015
288,"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,10/8/2015 4:12,1,0,22,-9.3438,158.053,"Malango, Solomon Islands",,,10/8/2015
289,"M 7.0 - 234 km W of Abepura, Indonesia",7,27-07-2015 21:41,1,0,48,-2.6286,138.528,"Abepura, Indonesia",,Indonesia,7/27/2015
290,"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,27-07-2015 04:49,1,0,29,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",,,7/27/2015
291,"M 7.0 - 80 km WNW of Lata, Solomon Islands",7,18-07-2015 02:27,1,0,11,-10.4012,165.141,"Lata, Solomon Islands",,,7/18/2015
292,"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,16-07-2015 15:16,1,0,20,13.8672,-58.5479,"Bathsheba, Barbados",,,7/16/2015
293,"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,10/7/2015 4:12,1,0,12,-9.307,158.403,"Malango, Solomon Islands",,Solomon Islands,10/7/2015
294,"M 6.5 - Bonin Islands, Japan region",6.5,23-06-2015 12:18,0,0,460,27.7375,139.725,"Bonin Islands, Japan region",,,6/23/2015
295,"M 7.8 - Bonin Islands, Japan region",7.8,30-05-2015 11:23,1,0,664,27.8386,140.493,"Bonin Islands, Japan region",,,5/30/2015
296,"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,29-05-2015 07:00,1,0,72.6,56.594,-156.43,"Ugashik, Alaska",,,5/29/2015
297,"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,22-05-2015 23:59,1,0,10,-11.1093,163.215,"Kirakira, Solomon Islands",,,5/22/2015
298,"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,22-05-2015 21:45,1,0,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",,,5/22/2015
299,"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,20-05-2015 22:48,1,0,11,-10.8759,164.169,"Lata, Solomon Islands",,,5/20/2015
300,"M 6.8 - 32 km SE of ?funato, Japan",6.8,12/5/2015 21:12,1,0,35,38.9056,142.032,"?funato, Japan",Asia,Japan,12/5/2015
301,M 7.3 - Nepal,7.3,12/5/2015 7:05,0,0,15,27.8087,86.0655,Nepal,Asia,Nepal,12/5/2015
302,"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,7/5/2015 7:10,1,0,10,-7.2175,154.557,"Panguna, Papua New Guinea",,,7/5/2015
303,"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,5/5/2015 1:44,1,0,55,-5.4624,151.875,"Kokopo, Papua New Guinea",,Papua New Guinea,5/5/2015
304,"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,1/5/2015 8:06,1,0,44,-5.2005,151.777,"Kokopo, Papua New Guinea",,Papua New Guinea,1/5/2015
305,"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,30-04-2015 10:45,1,0,31,-5.375,151.771,"Kokopo, Papua New Guinea",,Papua New Guinea,4/30/2015
306,"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,26-04-2015 07:09,0,0,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal,4/26/2015
307,"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,25-04-2015 06:45,0,0,10,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal,4/25/2015
308,"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,25-04-2015 06:11,0,0,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal,4/25/2015
309,"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,17-04-2015 15:52,1,0,10,-15.8815,-178.6,"Alo, Wallis and Futuna",,,4/17/2015
310,"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,30-03-2015 08:48,1,0,11,-15.4994,-173.029,"Hihifo, Tonga",,,3/30/2015
311,"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,29-03-2015 23:48,1,0,41,-4.7294,152.562,"Kokopo, Papua New Guinea",,Papua New Guinea,3/29/2015
312,"M 7.0 - 150 km NNE of Maumere, Indonesia",7,27-02-2015 13:45,0,0,552.06,-7.2968,122.535,"Maumere, Indonesia",,Indonesia,2/27/2015
313,"M 6.7 - 83 km ENE of Miyako, Japan",6.7,16-02-2015 23:06,1,0,23,39.8558,142.881,"Miyako, Japan",,,2/16/2015
314,"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,11/2/2015 18:57,1,0,223,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina,11/2/2015
315,"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,23-01-2015 03:47,1,0,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",,Vanuatu,1/23/2015
316,"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,7/1/2015 5:07,1,0,8,5.9045,-82.6576,"Punta de Burica, Panama",,,7/1/2015
317,"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,8/12/2014 8:54,1,0,20,7.9401,-82.6865,"Punta de Burica, Panama",,Panama,8/12/2014
318,"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,7/12/2014 1:22,1,0,23,-6.5108,154.46,"Panguna, Papua New Guinea",,,7/12/2014
319,"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,2/12/2014 5:11,0,0,614,6.1572,123.126,"Sangay, Philippines",,Philippines,2/12/2014
320,"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,26-11-2014 14:33,1,0,39,1.9604,126.575,"Ternate, Indonesia",,Indonesia,11/26/2014
321,"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,21-11-2014 10:10,1,0,35,2.2999,127.056,"Tobelo, Indonesia",,Indonesia,11/21/2014
322,"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,16-11-2014 22:33,1,0,22,-37.6478,179.662,"Gisborne, New Zealand",,,11/16/2014
323,"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,15-11-2014 02:31,1,0,45,1.8929,126.522,"Ternate, Indonesia",,Indonesia,11/15/2014
324,"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,7/11/2014 3:33,1,0,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",,Papua New Guinea,7/11/2014
325,M 7.1 - Fiji region,7.1,1/11/2014 18:57,1,0,434,-19.6903,-177.759,Fiji region,,,1/11/2014
326,"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,14-10-2014 03:51,1,0,40,12.5262,-88.1225,"Intipucá, El Salvador",,,10/14/2014
327,"M 6.7 - 43 km NW of Piti Village, Guam",6.7,17-09-2014 06:14,1,0,130,13.7641,144.429,"Piti Village, Guam",,,9/17/2014
328,"M 6.8 - 38 km NW of Aniso, Peru",6.8,24-08-2014 23:21,1,0,101,-14.598,-73.5714,"Aniso, Peru",South America,Peru,8/24/2014
329,M 6.9 - Federated States of Micronesia region,6.9,3/8/2014 0:22,1,0,13,0.8295,146.169,Micronesia region,,,3/8/2014
330,M 6.9 - Fiji region,6.9,21-07-2014 14:54,1,0,615.42,-19.8015,-178.4,Fiji region,,Fiji,7/21/2014
